,authors,English Title,Japanese Title,Link,Year
120,"後藤金英 (GOTO,KANEFUSA )",Nonlinear Problems on the Stability of a Laminar Flow ,層流の安定性に関する非線型問題 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/120.html,1971
121,"吉田耕作 (YOSIDA,KOSAKU )",Studies of Partial Differential Equations by the Method of Functional Analysis ,位相解析的方法による偏微分方程式論の研究 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/121.html,1971
122,"白田平 (SHIROTA,TAIRA )",Mixed Problems of Hyperbolic Differential Equations ,双曲型偏微分方程式の混合問題 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/122.html,1971
123,"野口広 (NOGUCHI,HIROSHI )",Mathematical Theory of Information Sciences ,情報科学の数学的理論 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/123.html,1971
124,"竹之内脩 (TAKENOUCHI,OSAMU )",Operator Algebra and Its Application ,Ｏｐｅｒａｔｏｒ　Ａｌｇｅｂｒａとその応用 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/124.html,1971
125,"山口昌哉 (YAMAGUTI,MASAYA )",Study of Solitons ,ソリトンの研究 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/125.html,1971
126,"佐藤幹夫 (SATO,MIKIO )","On the Hyperfunction and the Sheaf C,Introduction to Algebraic Analysis Lectures at Nagoya Univ. ",超函数と層Ｃをめぐって（代数解析学序論）─名古屋大学数学教室にお ける集中講義─ ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/126.html,1971
127,"加藤十吉 (KATO,MITSUYOSHI )",PL Manifold and Topological Manifold ,ＰＬ多様体及び位相多様体 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/127.html,1971
128,"北川敏男 (KITAGAWA,TOSHIO )",Theory of Control Process 3 ,制御過程論３ ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/128.html,1971
129,"一松信 (HITOTSUMATSU,SHIN )",Problems of Numerical Computations in Large Scale ,大型の数値計算に関する諸問題 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/129.html,1971
130,"萬成勲 (MANNARI,ISAO )",Lattice Green's Function ,格子グリーン関数 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/130.html,1971
131,"服部晶夫 (HATTORI,AKIO )",Theory of Cobordism ,コボルディズム理論 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/131.html,1971
132,"岩野正宏 (IWANO,MASAHIRO )",Global Theory of Analytic Ordinary Differential Equations ,解析的常微分方程式の大域的研究 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/132.html,1971
133,"戸田宏 (TODA,HIROSHI )",Localization of a Complex ,複体の局所化 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/133.html,1972
134,"高村幸男 (KOMURA,YUKIO )",Semigroup and Evolution Equation ,半群と発展方程式 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/134.html,1972
135,"岡本清郷 (OKAMOTO,KIYOSATO )",Theory of Representation and Global Analysis ,表現論と大域解析学 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/135.html,1972
136,"村松寿延 (MURAMATSU,HISANOBU )",Theory of Interpolation Spaces and Its Application ,補間空間の理論およびその応用 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/136.html,1972
137,"都筑俊郎 (TSUZUKU,TOSHIRO )",Study of Finite Groups ,有限群の研究 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/137.html,1972
138,"渡辺毅 (WATANABE,TAKASHI )",Proceeding of the Conference of Markov Process ,Ｍａｒｋｏｖ過程 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/138.html,1972
139,"今井功 (IMAI,ISAO )",Non-Stationary Problems in Hydrodynamics ,流体力学における非定常問題 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/139.html,1972
140,"長谷川利治 (HASEGAWA,TOSHIHARU )",Many-Valued Logic and Its Applications 2 ,多値論理およびその応用２ ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/140.html,1972
141,"梶原壤二 (KAJIWARA,JOJI )",On the Problem of Cousin ,Ｃｏｕｓｉｎ問題について ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/141.html,1972
142,"占部実 (URABE,MINORU )",Functional Differential Equation and Dynamical System ,関数微分方程式と力学系 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/142.html,1972
143,"荷見守助 (HASUMI,MORISUKE )",Function Algebra ,関数環 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/143.html,1972
144,"松村英之 (MATSUMURA,HIDEYUKI )",Recent Progress of Algebraic Geometry ,代数幾何学の最近の発展 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/144.html,1972
145,"佐藤幹夫 (SATO,MIKIO )",Theory of Hyperfunction and Partial Differential Equation ,超函数論と偏微分方程式の理論 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/145.html,1972
146,"岸正倫 (KISHI,MASANORI )",Maximum Modulus Principle in Potential Theory ,ポテンシャル論における最大値の原理 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/146.html,1972
147,"小野山卓爾 (ONOYAMA,TAKUJI )",Functional Analysis in Ergodic Theory ,エルゴード理論の位相解析 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/147.html,1972
148,"永見啓応 (NAGAMI,KEIO )",Recent Theory of Topological Spaces ,最近の位相空間論 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/148.html,1972
149,"高橋秀俊 (TAKAHASI,HIDETOSI )",Studies on Numerical Algorithms ,数値計算のアルゴリズムの研究 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/149.html,1972
150,"工藤弘吉 (KUDO,HIROKICHI )",Statistical Structure ,統計的構造 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/150.html,1972
151,"河野敬雄 (KONO,NORIO )",Multiple Markov Property and the Application for Prediction ,多重マルコフ性と予測理論への応用 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/151.html,1972
152,"細川藤次 (HOSOKAWA,FUJITSUGU )",Combinatorial Topology ,組合せ的位相幾何学 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/152.html,1972
153,"一松信 (HITOTSUMATSU,SHIN )",Fundamental Theory of Numerical Analysis;Especially for the Technics of Error Analysis ,数値解析の基礎理論とくに誤差解析の技法と実例 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/153.html,1972
154,"大槻富之助 (OTSUKI,TOMINOSUKE )",Submanifolds and Variational Problems ,部分多様体と変分問題 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/154.html,1972
155,"一松信 (HITOTSUMATSU,SHIN )",Very Large Computations in Mathematics;Especially in Number Theory and Combinatorics ,数学とくに整数論，組合せ問題などの超大型計算 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/155.html,1972
156,"野口広 (NOGUCHI,HIROSHI )",Mathematical Theory of Information Sciences ,情報科学の数学的理論 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/156.html,1972
157,"鹿野健 (KANO,TAKESHI )",Topics in Analytic Number Theory ,解析的整数論の話題 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/157.html,1972
158,"鈴木治夫 (SUZUKI,HARUO )",Geometry of Manifolds ,多様体の幾何学 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/158.html,1972
159,"関根克彦 (SEKINE,KATSUHIKO )",Definition of Hamiltonian and the Spectra ,ハミルトニアンの定義とスペクトル ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/159.html,1972
160,"吉田耕作 (YOSIDA,KOSAKU )",Studies of Partial Differential Equations by the Method of Functional Analysis ,位相解析的方法による偏微分方程式の研究 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/160.html,1972
161,"黒田成俊 (KURODA,SHIGETOSHI )",Application of Functional Analysis to Mathematical Physics ,位相解析の物理数学への応用 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/161.html,1972
162,"佐藤幹夫 (SATO,MIKIO )",Theory and Application of Hyperfunction and Analytic Functional Equations ,超函数と解析汎函数の理論と応用 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/162.html,1972
163,"橋本英典 (HASHIMOTO,HIDENORI )",Approximate Solution of Hydrodynamics and the Singularities ,流体方程式の近似解法とその特異性 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/163.html,1972
164,"藤田宏 (FUJITA,HIROSHI )",Studies of Navier-Stokes Equation by the Method of Functional Analysis and Numerical Methods ,Ｎａｖｉｅｒ−Ｓｔｏｋｅｓ方程式等の位相解析的数値解析的研究 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/164.html,1972
165,"岡本清郷 (OKAMOTO,KIYOSATO )",Mathematical Analysis on a Homogeneous Space ,等質空間上の解析学 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/165.html,1972
166,"岡安隆照 (OKAYASU,TAKATERU )",On the Automorphism of Operator Algebra ,作用素環の自己同型写像について ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/166.html,1972
167,"丘本正 (OKAMOTO,MASASHI )",Statistical Asymptotic Theory ,統計的漸近理論 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/167.html,1972
168,"佐藤幹夫 (SATO,MIKIO )",Hyperfunction and Differential Equation ,超函数と微分方程式 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/168.html,1972
169,"和田淳蔵 (WADA,JUNZO )",Function Algebra ,関数環 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/169.html,1972
170,"加藤十吉 (KATO,MITSUYOSHI )",Topology of Singularities ,特異点の位相幾何学 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/170.html,1973
171,"後藤金英 (GOTO,KANEFUSA )",Nonlinear Problems in Hydrodynamics ,流体力学における非線型問題 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/171.html,1973
172,"高橋秀俊 (TAKAHASI,HIDETOSI )",Studies on Numerical Algorithms ,数値計算のアルゴリズムの研究 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/172.html,1973
173,"浦太郎 (URA,TARO )",A Total Study of Dynamical System ,力学系の総合的研究 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/173.html,1973
174,"渡辺信三 (WATANABE,SHINZO )",Mathematics of Biological Models ,生物モデルの数学 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/174.html,1973
175,"木村俊房 (KIMURA,TOSHIFUSA )",Global Theory of Analytic Ordinary Differential Equation ,解析的常微分方程式の大域的研究 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/175.html,1973
176,"加藤順二 (KATO,JUNJI )",Analytic Study of Dynamical System ,力学系の解析的研究 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/176.html,1973
177,"竹之内脩 (TAKENOUCHI,OSAMU )",Operator Algebra and Its Application ,Ｏｐｅｒａｔｏｒ　Ａｌｇｅｂｒａとその応用 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/177.html,1973
178,"永尾汎 (NAGAO,HIROSHI )",Group Theory and Combinatorics ,群論と組み合せ論 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/178.html,1973
179,"野崎昭弘 (NOZAKI,AKIHIRO )",Mathematical Theory of Information Sciences ,情報科学の数学的理論 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/179.html,1973
180,"松本和夫 (MATSUMOTO,KAZUO )",Mathematical Logic and Model Theory ,数理論理とモデル理論 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/180.html,1973
181,"石原忠重 (ISHIHARA,TADASHIGE )",Nervous System and Mathematical Model ,神経系と数学的モデル ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/181.html,1973
182,"吉沢尚明 (YOSHIZAWA,HISAAKI )",Theory of Unitary Representation and Its Application ,ユニタリ表現論とその応用 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/182.html,1973
183,"中井喜和 (NAKAI,YOSHIKAZU )",Studies of Algebraic Geometry ,代数幾何学の研究 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/183.html,1973
184,"山口昌哉 (YAMAGUTI,MASAYA )",Evolutional System and Nonlinear Problems ,発展系と非線型問題 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/184.html,1973
185,"後藤金英 (GOTO,KANEFUSA )",Nonlinear Problems in Hydrodynamics ,流体力学における非線型問題 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/185.html,1973
186,"吉田耕作 (YOSIDA,KOSAKU )",Studies of Partial Differential Equations by the Method of Functional Analytic ,函数解析的方法による偏微分方程式の研究 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/186.html,1973
187,"橋本英典 (HASHIMOTO,HIDENORI )",Singular Perturbation and Its Application in Hydrodynamic Equations ,流体方程式における特異摂動法とその応用 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/187.html,1973
188,"小松彦三郎 (KOMATSU,HIKOSABURO )",Introduction to Sato Hyperfunction ,佐藤超函数論入門 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/188.html,1973
189,"高須達 (TAKASU,SATORU )",Fundamental Theory of Programming ,プログラムの基礎理論 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/189.html,1973
190,"一松信 (HITOTSUMATSU,SHIN )",Numerical Analysis of Nonlinear Equations ,非線型方程式の数値解析 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/190.html,1973
191,"一松信 (HITOTSUMATSU,SHIN )",Studies on Inequality ,不等式に関する研究 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/191.html,1973
192,"小松彦三郎 (KOMATSU,HIKOSABURO )",Hyperfunction and Linear Differential Equations 1 ,超函数と線型微分方程式１ ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/192.html,1973
193,"竜沢周雄 (TATSUZAWA,CHIKAO )",Analytic Number Theory ,解析的整数論 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/193.html,1973
194,"永見啓応 (NAGAMI,KEIO )",Unsolved Problems in the Family of Spaces ,空間族における未解決問題 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/194.html,1973
195,"渡辺信三 (WATANABE,SHINZO )",Mathematics of Biological Models ,生物モデルの数学 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/195.html,1973
196,"斎藤利弥 (SAITO,TOSHIYA )",Study of Ordinary Differential Equation from the Stand Point of Complex Analysis ,常微分方程式の複素解析的研究 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/196.html,1973
197,"丘本正 (OKAMOTO,MASASHI )","Statistical Asymptotic Theory,2 ",統計的漸近理論２ ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/197.html,1974
198,"Lectures by Kuiper,Thom and Browder at Taniguchi Symposium 谷口国際シンポジウム：Ｋｕｉｐｅｒ，Ｔｈｏｍ，Ｂｒｏｗｄｅｒ教授 講演記録 ","Lectures by Kuiper,Thom and Browder at Taniguchi Symposium ",谷口国際シンポジウム：Ｋｕｉｐｅｒ，Ｔｈｏｍ，Ｂｒｏｗｄｅｒ教授 講演記録 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/198.html,1974
199,"高橋秀俊 (TAKAHASI,HIDETOSI )",Studies on Numerical Algorithms ,数値計算のアルゴリズムの研究 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/199.html,1974
200,"都筑俊郎 (TSUZUKU,TOSHIRO )",Study of Finite Groups ,有限群の研究 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/200.html,1974
201,"佐藤幹夫 (SATO,MIKIO )",Current Development in Algebraic Analysis ,代数解析学の最近の展開 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/201.html,1974
202,"山口昌哉 (YAMAGUTI,MASAYA )",Mathematical Foundation of Finite Element Method ,有限要素法の数学的基礎理論 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/202.html,1974
203,"川久保勝夫 (KAWAKUBO,KATSUO )",Topology of a Manifold with Group Operation ,群作用をもつ多様体のトポロジー ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/203.html,1974
204,"久保泉 (KUBO,IZUMI )",Ergodic Theory and Its Vicinity ,エルゴード理論とその周辺 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/204.html,1974
205,"吉田耕作 (YOSIDA,KOSAKU )",Study of Partial Differential Equation by the Method of Functional Analysis ,函数解析的方法による偏微分方程式の研究 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/205.html,1974
206,"和田淳蔵 (WADA,JUNZO )",Function Algebra and Its Applications ,Ｆｕｎｃｔｉｏｎ　Ａｌｇｅｂｒａとその応用 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/206.html,1974
207,"酒井栄一 (SAKAI,EIICHI )",Studies on Analytic Varieties ,解析多様体に関する研究 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/207.html,1974
208,"関根克彦 (SEKINE,KATSUHIKO )",Definition of Hamiltonian and the Spectra ,ハミルトニアンの定義とスペクトル ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/208.html,1974
209,"小松彦三郎 (KOMATSU,HIKOSABURO )",Hyperfunction and Linear Differential Equations 2 ,超函数と線型微分方程式２ ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/209.html,1974
210,"前田周一郎 (MAEDA,SHUICHIRO )",Operator Algebra and Its Applications ,Ｏｐｅｒａｔｏｒ　Ａｌｇｅｂｒａとその応用 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/210.html,1974
211,"山本純恭 (YAMAMOTO,SUMIYASU )",Combinatorial Mathematics of Experimental Design and Theory of Groups ,実験配置の組合せ数学と群論 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/211.html,1974
212,"吉沢太郎 (YOSHIZAWA,TARO )",Asymptotic Properties of Ordinary Differential Equations ,常微分方程式の漸近的性質 ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/212.html,1974
